WHSE,STORE/DC#,REC#,STAT,PICK#,PICK DATE,PICK REF#,INV#,INV DATE,INV REF#,BOL#,DIV,ACCT#,ORDER#,ITEM#,DESCRIPTION,UPC#,SKU,VIA,DELIVER,CANCEL,QTY,UOM,PACK,CTNS,SHIP TO NAME,SHIP TO ATTN,SHIP TO ADDRESS,SHIP TO ADDRESS-2,SHIP TO CITY,SHIP TO STATE,SHIP TO ZIP,BILL TO NAME,BILL TO ATTN,BILLTO ADDRESS,BILL TO ADDRESS-2,BILL TO CITY,BILL TO STATE,BILL TO ZIP,COMMENTS
CA,,,3,FBA15T9QL092,11-10-2020,,,,,,CHM,,,CR002-1,,,,BEST,11-10-2020,11-13-2020,1,CS,1,,MEM6,,11505 Progress Way,,OLIVE BRANCH,MS,38654-2510,,,,,,,,Shipping labels in file package-FBA15T9QL092.pdf
CA,,,3,FBA15T9QL092,11-10-2020,,,,,,CHM,,,CR003-1,,,,BEST,11-10-2020,11-13-2020,1,CS,1,,MEM6,,11505 Progress Way,,OLIVE BRANCH,MS,38654-2510,,,,,,,,Shipping labels in file package-FBA15T9QL092.pdf
CA,,,3,FBA15T9SBKC9,11-10-2020,,,,,,CHM,,,B064-1,,,,BEST,11-10-2020,11-13-2020,8,CS,8,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15T9SBKC9.pdf
CA,,,3,FBA15T9SBKC9,11-10-2020,,,,,,CHM,,,B064-2,,,,BEST,11-10-2020,11-13-2020,8,CS,8,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15T9SBKC9.pdf
CA,,,3,FBA15T9SBKC9,11-10-2020,,,,,,CHM,,,B064-3,,,,BEST,11-10-2020,11-13-2020,8,CS,8,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15T9SBKC9.pdf
CA,,,3,FBA15T9SBKC9,11-10-2020,,,,,,CHM,,,B064-4,,,,BEST,11-10-2020,11-13-2020,8,CS,8,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15T9SBKC9.pdf
CA,,,3,FBA15T9SBKC9,11-10-2020,,,,,,CHM,,,B064-5,,,,BEST,11-10-2020,11-13-2020,8,CS,8,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15T9SBKC9.pdf
CA,,,3,FBA15T9SBKC9,11-10-2020,,,,,,CHM,,,B064-6,,,,BEST,11-10-2020,11-13-2020,8,CS,8,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15T9SBKC9.pdf
CA,,,3,FBA15T9SBKC9,11-10-2020,,,,,,CHM,,,B065-1,,,,BEST,11-10-2020,11-13-2020,14,CS,14,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15T9SBKC9.pdf
CA,,,3,FBA15T9SBKC9,11-10-2020,,,,,,CHM,,,B065-3,,,,BEST,11-10-2020,11-13-2020,14,CS,14,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15T9SBKC9.pdf
CA,,,3,FBA15T9SBKC9,11-10-2020,,,,,,CHM,,,B065-4,,,,BEST,11-10-2020,11-13-2020,14,CS,14,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15T9SBKC9.pdf
CA,,,3,FBA15T9SBKC9,11-10-2020,,,,,,CHM,,,B065-5,,,,BEST,11-10-2020,11-13-2020,14,CS,14,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15T9SBKC9.pdf
CA,,,3,FBA15T9SBKC9,11-10-2020,,,,,,CHM,,,B065-6,,,,BEST,11-10-2020,11-13-2020,14,CS,14,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15T9SBKC9.pdf
CA,,,3,FBA15T9SBKC9,11-10-2020,,,,,,CHM,,,PM024-1,,,,BEST,11-10-2020,11-13-2020,20,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15T9SBKC9.pdf
CA,,,3,FBA15T9SBKC9,11-10-2020,,,,,,CHM,,,PM025-1,,,,BEST,11-10-2020,11-13-2020,20,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15T9SBKC9.pdf
CA,,,3,FBA15T9SBKC9,11-10-2020,,,,,,CHM,,,PM025-2,,,,BEST,11-10-2020,11-13-2020,20,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15T9SBKC9.pdf
CA,,,3,FBA15T9SBKC9,11-10-2020,,,,,,CHM,,,PM026-1,,,,BEST,11-10-2020,11-13-2020,12,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15T9SBKC9.pdf
CA,,,3,FBA15T9SBKC9,11-10-2020,,,,,,CHM,,,PM027-1,,,,BEST,11-10-2020,11-13-2020,11,CS,11,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15T9SBKC9.pdf
CA,,,3,FBA15T9SBKC9,11-10-2020,,,,,,CHM,,,R079-1,,,,BEST,11-10-2020,11-13-2020,13,CS,13,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15T9SBKC9.pdf
CA,,,3,FBA15T9SBKC9,11-10-2020,,,,,,CHM,,,R084-1,,,,BEST,11-10-2020,11-13-2020,5,CS,5,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15T9SBKC9.pdf
CA,,,3,FBA15T9SBKC9,11-10-2020,,,,,,CHM,,,R086-1,,,,BEST,11-10-2020,11-13-2020,14,CS,14,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15T9SBKC9.pdf
CA,,,3,FBA15T9SBKC9,11-10-2020,,,,,,CHM,,,R091-1,,,,BEST,11-10-2020,11-13-2020,8,CS,8,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15T9SBKC9.pdf
CA,,,3,FBA15T9SBKC9,11-10-2020,,,,,,CHM,,,R093-1,,,,BEST,11-10-2020,11-13-2020,20,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15T9SBKC9.pdf
CA,,,3,FBA15T9SBKC9,11-10-2020,,,,,,CHM,,,TR022-1,,,,BEST,11-10-2020,11-13-2020,18,CS,18,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15T9SBKC9.pdf
CA,,,3,FBA15T9SFLBV,11-10-2020,,,,,,CHM,,,CU008-1,,,,BEST,11-10-2020,11-13-2020,10,CS,10,,MCO2,,2600 N Normandy Blvd,,Deltona,FL,32725-2610,,,,,,,,Shipping labels in file package-FBA15T9SFLBV.pdf
CA,,,3,FBA15T9SFLBV,11-10-2020,,,,,,CHM,,,CU009-1,,,,BEST,11-10-2020,11-13-2020,10,CS,10,,MCO2,,2600 N Normandy Blvd,,Deltona,FL,32725-2610,,,,,,,,Shipping labels in file package-FBA15T9SFLBV.pdf
CA,,,3,FBA15T9SFLBV,11-10-2020,,,,,,CHM,,,CU011-1,,,,BEST,11-10-2020,11-13-2020,5,CS,5,,MCO2,,2600 N Normandy Blvd,,Deltona,FL,32725-2610,,,,,,,,Shipping labels in file package-FBA15T9SFLBV.pdf
CA,,,3,FBA15T9SFLBV,11-10-2020,,,,,,CHM,,,PL001-1,,,,BEST,11-10-2020,11-13-2020,3,CS,3,,MCO2,,2600 N Normandy Blvd,,Deltona,FL,32725-2610,,,,,,,,Shipping labels in file package-FBA15T9SFLBV.pdf
